"Date","Price","Change","Ratio"
2023-12-17,56349.99,766.5,1.38
2023-12-18,56223.02,-126.97,-0.23
2023-12-19,57442.68,1219.66,2.17
2023-12-20,58759.59,1316.91,2.29
2023-12-21,60172.28,1412.69,2.4
2024-01-02,59979.29,-192.99,-0.32
2024-01-03,59591.71,-387.58,-0.65
2024-01-04,59385.17,-206.54,-0.35
2024-01-07,60756.22,1371.05,2.31
2024-01-08,61370.22,614,1.01
2024-01-09,61626.96,256.74,0.42
2024-01-10,61665.93,38.97,0.06
2024-01-11,62298.35,632.42,1.03
2024-01-14,62679.23,380.88,0.61
2024-01-15,63224.61,545.38,0.87
2024-01-16,63330.69,106.08,0.17
2024-01-17,63755.25,424.56,0.67
2024-01-18,64106.86,351.61,0.55
2024-01-21,64119.9,13.04,0.02
2024-01-22,64887.61,767.71,1.2
2024-01-23,65800.68,913.07,1.41
2024-01-24,67575.75,1775.07,2.7
2024-01-25,70041.08,2465.33,3.65
2024-01-28,72319.5,2278.42,3.25
2024-01-29,74591.13,2271.63,3.14
2024-01-30,76568.04,1976.91,2.65
2024-01-31,77872.97,1304.93,1.7
2024-02-01,76330.9,-1542.07,-1.98
2024-02-04,74602.62,-1728.28,-2.26
2024-02-05,74250.8,-351.82,-0.47
2024-02-06,76771.08,2520.28,3.39
2024-02-07,78466.57,1695.49,2.21
2024-02-08,78542.75,76.18,0.1
2024-02-11,77466.31,-1076.44,-1.37
2024-02-12,77883.18,416.87,0.54
2024-02-13,77764.86,-118.32,-0.15
2024-02-14,78157.83,392.97,0.51
2024-02-15,77541.18,-616.65,-0.79
2024-02-18,77963.54,422.36,0.54
