"Date","Price","Change","Ratio"
2018-03-20,6017.09,16.77,0.28
2018-03-25,6185.96,168.87,2.81
2018-03-26,6233.14,47.18,0.76
2018-03-27,6203.21,-29.93,-0.48
2018-03-28,6153.72,-49.49,-0.8
2018-03-29,6124.15,-29.57,-0.48
2018-04-02,6113.53,-10.62,-0.17
2018-04-03,6070.67,-42.86,-0.7
2018-04-04,6033.61,-37.06,-0.61
2018-04-05,6035.93,2.32,0.04
2018-04-09,6013.18,-22.75,-0.38
2018-04-10,6041.73,28.55,0.47
2018-04-11,6005.19,-36.54,-0.6
2018-04-12,5959.78,-45.41,-0.76
2018-04-15,6037.91,78.13,1.31
2018-04-16,6095.02,57.11,0.95
2018-04-18,6103.15,8.13,0.13
2018-04-19,6077.78,-25.37,-0.42
2018-04-22,6080.31,2.53,0.04
2018-04-23,6059.23,-21.08,-0.35
2018-04-24,6053.47,-5.76,-0.1
2018-04-25,6046.79,-6.68,-0.11
2018-04-26,6019.06,-27.73,-0.46
2018-04-29,6022.76,3.7,0.06
2018-04-30,5989,-33.76,-0.56
2018-05-02,5970.85,-18.15,-0.3
2018-05-03,5925.86,-44.99,-0.75
2018-05-07,5916.12,-9.74,-0.16
2018-05-08,5907.18,-8.94,-0.15
2018-05-09,5852.92,-54.26,-0.92
2018-05-10,5811.65,-41.27,-0.71
2018-05-13,5799.52,-12.13,-0.21
2018-05-14,5798.45,-1.07,-0.02
2018-05-15,5775,-23.45,-0.4
2018-05-16,5769.93,-5.07,-0.09
2018-05-17,5729.02,-40.91,-0.71
2018-05-20,5701.53,-27.49,-0.48
2018-05-21,5655.3,-46.23,-0.81
2018-05-22,5607.11,-48.19,-0.85
2018-05-23,5587.67,-19.44,-0.35
2018-05-24,5710.01,122.34,2.19
2018-05-27,5777.64,67.63,1.18
2018-05-28,5751.07,-26.57,-0.46
2018-05-29,5717.05,-34.02,-0.59
2018-05-30,5686.61,-30.44,-0.53
2018-05-31,5650.2,-36.41,-0.64
2018-06-03,5648.55,-1.65,-0.03
2018-06-04,5701.72,53.17,0.94
2018-06-05,5737.47,35.75,0.63
2018-06-06,5707.54,-29.93,-0.52
2018-06-07,5687.07,-20.47,-0.36
2018-06-10,5692.62,5.55,0.1
2018-06-11,5690.29,-2.33,-0.04
2018-06-12,5683.58,-6.71,-0.12
2018-06-13,5678.49,-5.09,-0.09
2018-06-14,5688.44,9.95,0.18
2018-06-18,5703.79,15.35,0.27
2018-06-19,5694.89,-8.9,-0.16
2018-06-20,5685.17,-9.72,-0.17
2018-06-21,5692.43,7.26,0.13
2018-06-24,5674.81,-17.62,-0.31
2018-06-25,5674.5,-0.31,-0.01
2018-06-26,5665.59,-8.91,-0.16
2018-06-27,5672.47,6.88,0.12
2018-06-28,5673.84,1.37,0.02
2018-07-01,5653.37,-20.47,-0.36
2018-07-02,5635.17,-18.2,-0.32
2018-07-03,5596.4,-38.77,-0.69
2018-07-04,5587.74,-8.66,-0.15
2018-07-05,5596.93,9.19,0.16
2018-07-08,5598.04,1.11,0.02
2018-07-09,5599.43,1.39,0.02
2018-07-10,5608.03,8.6,0.15
2018-07-11,5575.01,-33.02,-0.59
2018-07-12,5584.15,9.14,0.16
2018-07-15,5579.92,-4.23,-0.08
2018-07-16,5554.69,-25.23,-0.45
2018-07-17,5623.18,68.49,1.23
2018-07-18,5654.55,31.37,0.56
2018-07-19,5651.06,-3.49,-0.06
2018-07-22,5614.22,-36.84,-0.65
2018-07-23,5583.83,-30.39,-0.54
2018-07-24,5547.79,-36.04,-0.65
2018-07-25,5566.85,19.06,0.34
2018-07-26,5596.59,29.74,0.53
2018-07-29,5590.46,-6.13,-0.11
2018-07-30,5563.26,-27.2,-0.49
2018-07-31,5528.66,-34.6,-0.62
2018-08-01,5505.21,-23.45,-0.42
2018-08-02,5540.09,34.88,0.63
2018-08-05,5619.23,79.14,1.43
2018-08-06,5742.92,123.69,2.2
2018-08-07,5894,151.08,2.63
2018-08-08,5901.55,7.55,0.13
2018-08-09,6033.8,132.25,2.24
2018-08-12,6037.71,3.91,0.06
2018-08-13,6071.31,33.6,0.56
2018-08-14,6199.38,128.07,2.11
2018-08-15,6165.91,-33.47,-0.54
2018-08-16,6122.33,-43.58,-0.71
2018-08-26,6105.14,-17.19,-0.28
2018-08-27,6081.84,-23.3,-0.38
2018-08-28,6050.4,-31.44,-0.52
2018-08-29,6048.33,-2.07,-0.03
2018-08-30,6061.01,12.68,0.21
2018-09-02,6168.33,107.32,1.77
2018-09-03,6135.23,-33.1,-0.54
2018-09-04,6099.13,-36.1,-0.59
2018-09-05,6063.96,-35.17,-0.58
2018-09-06,6052.72,-11.24,-0.19
2018-09-09,6076.16,23.44,0.39
2018-09-10,6109.6,33.44,0.55
2018-09-12,6130.8,21.2,0.35
2018-09-13,6134.81,4.01,0.07
2018-09-16,6125.51,-9.3,-0.15
2018-09-17,6081.13,-44.38,-0.72
2018-09-18,6083.62,2.49,0.04
2018-09-19,6159.04,75.42,1.24
2018-09-20,6185.09,26.05,0.42
2018-09-23,6222.84,37.75,0.61
2018-09-24,6307.34,84.5,1.36
2018-09-25,6239.15,-68.19,-1.08
2018-09-26,6180.03,-59.12,-0.95
2018-09-27,6143.9,-36.13,-0.58
2018-09-30,6205.05,61.15,1
2018-10-01,6208.83,3.78,0.06
2018-10-02,6195.54,-13.29,-0.21
2018-10-03,6154.44,-41.1,-0.66
2018-10-04,6187.28,32.84,0.53
2018-10-07,6189.55,2.27,0.04
2018-10-08,6204.75,15.2,0.25
2018-10-09,6188.18,-16.57,-0.27
2018-10-10,6200.03,11.85,0.19
2018-10-11,6204.99,4.96,0.08
2018-10-14,6196.39,-8.6,-0.14
2018-10-15,6199.66,3.27,0.05
2018-10-16,6226.44,26.78,0.43
2018-10-17,6249.55,23.11,0.37
2018-10-18,6259.9,10.35,0.17
2018-10-21,6282.52,22.62,0.36
2018-10-22,6315.83,33.31,0.53
2018-10-23,6337.91,22.08,0.35
2018-10-24,6356.64,18.73,0.3
2018-10-25,6343.07,-13.57,-0.21
2018-10-28,6322.65,-20.42,-0.32
2018-10-29,6295.32,-27.33,-0.43
2018-10-30,6274.08,-21.24,-0.34
2018-10-31,6275.57,1.49,0.02
2018-11-01,6277.2,1.63,0.03
2018-11-04,6291.57,14.37,0.23
2018-11-05,6295.62,4.05,0.06
2018-11-06,6284.78,-10.84,-0.17
2018-11-07,6237.93,-46.85,-0.75
2018-11-08,6219.73,-18.2,-0.29
2018-11-11,6214.88,-4.85,-0.08
2018-11-12,6258.49,43.61,0.7
2018-11-13,6224.18,-34.31,-0.55
2018-11-14,6211.89,-12.29,-0.2
2018-11-15,6243.98,32.09,0.52
2018-11-18,6230.87,-13.11,-0.21
2018-11-19,6251.05,20.18,0.32
2018-11-21,6247.94,-3.11,-0.05
2018-11-22,6236.51,-11.43,-0.18
2018-11-25,6240.21,3.7,0.06
2018-11-26,6245.88,5.67,0.09
2018-11-27,6260.55,14.67,0.23
2018-11-28,6218.54,-42.01,-0.67
2018-11-29,6222.71,4.17,0.07
2018-12-02,6214.35,-8.36,-0.13
2018-12-03,6234.6,20.25,0.33
2018-12-04,6224.55,-10.05,-0.16
2018-12-05,6200.07,-24.48,-0.39
2018-12-06,6183.12,-16.95,-0.27
2018-12-09,6174.31,-8.81,-0.14
2018-12-10,6180.41,6.1,0.1
2018-12-11,6241.44,61.03,0.99
2018-12-12,6258.83,17.39,0.28
2018-12-13,6223.21,-35.62,-0.57
2018-12-16,6230,6.79,0.11
2018-12-17,6224.05,-5.95,-0.1
2018-12-18,6200.25,-23.8,-0.38
2018-12-19,6188.49,-11.76,-0.19
2018-12-20,6221.57,33.08,0.53
2018-12-23,6190.65,-30.92,-0.5
2018-12-24,6183.11,-7.54,-0.12
2018-12-26,6168.06,-15.05,-0.24
2018-12-27,6160.73,-7.33,-0.12
2018-12-30,6179.58,18.85,0.31
2018-12-31,6190.12,10.54,0.17
2019-01-06,6149.41,-40.71,-0.66
2019-01-07,6187.19,37.78,0.61
2019-01-08,6164.02,-23.17,-0.37
2019-01-09,6147.23,-16.79,-0.27
2019-01-10,6146.96,-0.27,0
2019-01-13,6149.72,2.76,0.04
2019-01-14,6164.81,15.09,0.25
2019-01-15,6154.73,-10.08,-0.16
2019-01-16,6220.83,66.1,1.07
2019-01-17,6196.21,-24.62,-0.4
2019-01-20,6177.73,-18.48,-0.3
2019-01-21,6167.94,-9.79,-0.16
2019-01-22,6140.45,-27.49,-0.45
2019-01-23,6151.39,10.94,0.18
2019-01-24,6146.61,-4.78,-0.08
2019-01-27,6107.31,-39.3,-0.64
2019-01-28,6092.12,-15.19,-0.25
2019-01-29,6078.34,-13.78,-0.23
2019-01-30,6058.84,-19.5,-0.32
2019-01-31,6045.49,-13.35,-0.22
2019-02-03,6026.67,-18.82,-0.31
2019-02-04,6027.47,0.8,0.01
2019-02-05,6055.41,27.94,0.46
2019-02-06,6116.69,61.28,1.01
2019-02-07,6154.61,37.92,0.62
2019-02-10,6156.49,1.88,0.03
2019-02-11,6156,-0.49,-0.01
2019-02-12,6171.69,15.69,0.25
2019-02-13,6169.11,-2.58,-0.04
2019-02-14,6144.7,-24.41,-0.4
2019-02-17,6177.81,33.11,0.54
2019-02-18,6170.86,-6.95,-0.11
2019-02-19,6158.08,-12.78,-0.21
2019-02-20,6153.35,-4.73,-0.08
2019-02-21,6146.06,-7.29,-0.12
2019-02-24,6153.7,7.64,0.12
2019-02-25,6218.7,65,1.06
2019-02-26,6203.68,-15.02,-0.24
2019-02-27,6194.44,-9.24,-0.15
2019-02-28,6182.16,-12.28,-0.2
2019-03-03,6196.38,14.22,0.23
2019-03-04,6163.42,-32.96,-0.53
2019-03-05,6185.18,21.76,0.35
2019-03-06,6194.18,9,0.15
2019-03-07,6219.27,25.09,0.41
2019-03-10,6172.54,-46.73,-0.75
2019-03-11,6149.28,-23.26,-0.38
2019-03-12,6126.84,-22.44,-0.36
2019-03-13,6073.33,-53.51,-0.87
2019-03-14,6072.33,-1,-0.02
2019-03-17,6112.87,40.54,0.67
2019-03-18,6083.35,-29.52,-0.48
2019-03-19,6067.14,-16.21,-0.27
2019-03-20,6084.37,17.23,0.28
2019-03-24,6100.69,16.32,0.27
2019-03-25,6100.57,-0.12,0
2019-03-26,6095.53,-5.04,-0.08
2019-03-27,6104.5,8.97,0.15
2019-03-28,6112.17,7.67,0.13
2019-03-31,6173.49,61.32,1
2019-04-01,6137.1,-36.39,-0.59
2019-04-02,6113.62,-23.48,-0.38
2019-04-03,6124.74,11.12,0.18
2019-04-04,6141.2,16.46,0.27
2019-04-07,6191.35,50.15,0.82
2019-04-08,6189.82,-1.53,-0.02
2019-04-09,6170.95,-18.87,-0.3
2019-04-10,6215.49,44.54,0.72
2019-04-11,6211.69,-3.8,-0.06
2019-04-14,6184.03,-27.66,-0.45
2019-04-15,6184.05,0.02,0
2019-04-16,6190.65,6.6,0.11
2019-04-22,6204.63,13.98,0.23
2019-04-23,6194.62,-10.01,-0.16
2019-04-24,6169.75,-24.87,-0.4
2019-04-25,6128.55,-41.2,-0.67
2019-04-29,6106.19,-22.36,-0.36
2019-04-30,6091.88,-14.31,-0.23
2019-05-07,6069.99,-21.89,-0.36
2019-05-08,6049.79,-20.2,-0.33
2019-05-09,6072.88,23.09,0.38
2019-05-12,6111.22,38.34,0.63
2019-05-13,6119.27,8.05,0.13
2019-05-14,6118.79,-0.48,-0.01
2019-05-15,6102.04,-16.75,-0.27
2019-05-16,6084.4,-17.64,-0.29
2019-05-19,6088.35,3.95,0.06
2019-05-20,6109.88,21.53,0.35
2019-05-21,6104.32,-5.56,-0.09
2019-05-22,6091.02,-13.3,-0.22
2019-05-23,6094.67,3.65,0.06
2019-05-26,6089.19,-5.48,-0.09
2019-05-27,6085.84,-3.35,-0.06
2019-05-28,6072.05,-13.79,-0.23
2019-05-29,6059.36,-12.69,-0.21
2019-05-30,6054.54,-4.82,-0.08
2019-06-02,6063.84,9.3,0.15
2019-06-03,6068.11,4.27,0.07
2019-06-09,6070.35,2.24,0.04
2019-06-10,6076.76,6.41,0.11
2019-06-11,6099.61,22.85,0.38
2019-06-12,6078.79,-20.82,-0.34
2019-06-13,6053.97,-24.82,-0.41
2019-06-16,6023.44,-30.53,-0.5
2019-06-17,5989.19,-34.25,-0.57
2019-06-18,6026.09,36.9,0.62
2019-06-19,6025.22,-0.87,-0.01
2019-06-20,6030.22,5,0.08
2019-06-23,6023.73,-6.49,-0.11
2019-06-24,6013.08,-10.65,-0.18
2019-06-25,5972.39,-40.69,-0.68
2019-06-26,5958.9,-13.49,-0.23
2019-06-27,5944.31,-14.59,-0.24
2019-06-30,5957.74,13.43,0.23
2019-07-01,5956.25,-1.49,-0.03
2019-07-02,5945.37,-10.88,-0.18
2019-07-03,5939.61,-5.76,-0.1
2019-07-04,5912.38,-27.23,-0.46
2019-07-07,5888.75,-23.63,-0.4
2019-07-08,5859.54,-29.21,-0.5
2019-07-09,5873.48,13.94,0.24
2019-07-10,5907.09,33.61,0.57
2019-07-11,5898.91,-8.18,-0.14
2019-07-14,5874.98,-23.93,-0.41
2019-07-15,5876.52,1.54,0.03
2019-07-16,5881.82,5.3,0.09
2019-07-17,5926.09,44.27,0.75
2019-07-18,5949.02,22.93,0.39
2019-07-21,5981.19,32.17,0.54
2019-07-22,6001.37,20.18,0.34
2019-07-23,6059.99,58.62,0.98
2019-07-24,6062.55,2.56,0.04
2019-07-25,6040.11,-22.44,-0.37
2019-07-28,6046.25,6.14,0.1
2019-07-29,6033.14,-13.11,-0.22
2019-07-30,6019.96,-13.18,-0.22
2019-07-31,6028.79,8.83,0.15
2019-08-01,6025.23,-3.56,-0.06
2019-08-04,6003.07,-22.16,-0.37
2019-08-05,5983.04,-20.03,-0.33
2019-08-06,5976.07,-6.97,-0.12
2019-08-07,5952.61,-23.46,-0.39
2019-08-08,5984.49,31.88,0.54
2019-08-18,5990.92,6.43,0.11
2019-08-19,5980.45,-10.47,-0.17
2019-08-20,5979.45,-1,-0.02
2019-08-21,5993.45,14,0.23
2019-08-22,6019.37,25.92,0.43
2019-08-25,6027.96,8.59,0.14
2019-08-26,6001.62,-26.34,-0.44
2019-08-27,6016.58,14.96,0.25
2019-08-28,6024.48,7.9,0.13
2019-08-29,6041.45,16.97,0.28
2019-09-02,6000.22,-41.23,-0.68
2019-09-03,6012.84,12.62,0.21
2019-09-04,6013.27,0.43,0.01
2019-09-05,6018.32,5.05,0.08
2019-09-08,5966.42,-51.9,-0.86
2019-09-09,5941.33,-25.09,-0.42
2019-09-10,5944.54,3.21,0.05
2019-09-11,5913.76,-30.78,-0.52
2019-09-12,5918.97,5.21,0.09
2019-09-15,5900.61,-18.36,-0.31
2019-09-16,5852.46,-48.15,-0.82
2019-09-17,5831.21,-21.25,-0.36
2019-09-18,5837.04,5.83,0.1
2019-09-19,5823.16,-13.88,-0.24
2019-09-22,5813.59,-9.57,-0.16
2019-09-23,5794.55,-19.04,-0.33
2019-09-24,5717.88,-76.67,-1.32
2019-09-25,5690.64,-27.24,-0.48
2019-09-26,5672.11,-18.53,-0.33
2019-09-29,5675.14,3.03,0.05
2019-09-30,5668.25,-6.89,-0.12
2019-10-01,5664.35,-3.9,-0.07
2019-10-02,5655.79,-8.56,-0.15
2019-10-03,5617.36,-38.43,-0.68
2019-10-07,5594.41,-22.95,-0.41
2019-10-08,5577.04,-17.37,-0.31
2019-10-09,5554.14,-22.9,-0.41
2019-10-10,5531.13,-23.01,-0.41
2019-10-13,5507.76,-23.37,-0.42
2019-10-14,5552.59,44.83,0.81
2019-10-15,5600.86,48.27,0.87
2019-10-16,5647.23,46.37,0.83
2019-10-17,5616.94,-30.29,-0.54
2019-10-20,5625.23,8.29,0.15
2019-10-21,5645.85,20.62,0.37
2019-10-22,5642.29,-3.56,-0.06
2019-10-23,5660.04,17.75,0.31
2019-10-24,5708.04,48,0.85
2019-10-27,5721.3,13.26,0.23
2019-10-28,5745.47,24.17,0.42
2019-10-29,5761.15,15.68,0.27
2019-10-30,5759.84,-1.31,-0.02
2019-10-31,5743.83,-16.01,-0.28
2019-11-03,5734.9,-8.93,-0.16
2019-11-04,5715.34,-19.56,-0.34
2019-11-05,5689.17,-26.17,-0.46
2019-11-06,5697.26,8.09,0.14
2019-11-07,5697.46,0.2,0
2019-11-11,5678.98,-18.48,-0.32
2019-11-12,5645.32,-33.66,-0.59
2019-11-13,5632.82,-12.5,-0.22
2019-11-14,5614.14,-18.68,-0.33
2019-11-17,5595.64,-18.5,-0.33
2019-11-18,5594.27,-1.37,-0.02
2019-11-19,5598.23,3.96,0.07
2019-11-20,5562.88,-35.35,-0.63
2019-11-21,5526.64,-36.24,-0.65
2019-11-24,5514.73,-11.91,-0.22
2019-11-25,5506.02,-8.71,-0.16
2019-11-26,5507.89,1.87,0.03
2019-11-27,5505.44,-2.45,-0.04
2019-11-28,5517.11,11.67,0.21
2019-12-01,5489.64,-27.47,-0.5
2019-12-02,5462.92,-26.72,-0.49
2019-12-03,5430.56,-32.36,-0.59
2019-12-04,5441.56,11,0.2
2019-12-05,5541.46,99.9,1.84
2019-12-08,5615.44,73.98,1.34
2019-12-09,5609.74,-5.7,-0.1
2019-12-10,5584.85,-24.89,-0.44
2019-12-11,5549.52,-35.33,-0.63
2019-12-12,5538.84,-10.68,-0.19
2019-12-15,5553.15,14.31,0.26
2019-12-16,5587,33.85,0.61
2019-12-17,5644.4,57.4,1.03
2019-12-18,5648.8,4.4,0.08
2019-12-19,5668.27,19.47,0.34
2019-12-22,5668.01,-0.26,0
2019-12-23,5677.72,9.71,0.17
2019-12-24,5767.62,89.9,1.58
2019-12-29,5797.27,29.65,0.51
2019-12-30,5837.65,40.38,0.7
2019-12-31,5836.58,-1.07,-0.02
2020-01-05,5836.17,-0.41,-0.01
2020-01-06,5820.27,-15.9,-0.27
2020-01-07,5796.14,-24.13,-0.41
2020-01-08,5794.03,-2.11,-0.04
2020-01-09,5800.16,6.13,0.11
2020-01-12,5796.7,-3.46,-0.06
2020-01-13,5795.02,-1.68,-0.03
2020-01-14,5781.06,-13.96,-0.24
2020-01-15,5775.13,-5.93,-0.1
2020-01-16,5791.9,16.77,0.29
2020-01-19,5828.52,36.62,0.63
2020-01-20,5868.28,39.76,0.68
2020-01-21,5916.58,48.3,0.82
2020-01-22,5908.27,-8.31,-0.14
2020-01-23,5884.74,-23.53,-0.4
2020-01-26,5878.25,-6.49,-0.11
2020-01-27,5876.65,-1.6,-0.03
2020-01-28,5881.94,5.29,0.09
2020-01-29,5895.87,13.93,0.24
2020-01-30,5905.62,9.75,0.17
2020-02-02,5907.02,1.4,0.02
2020-02-03,5923.25,16.23,0.27
2020-02-04,5928.75,5.5,0.09
2020-02-05,5992.85,64.1,1.08
2020-02-06,6064.01,71.16,1.19
2020-02-09,6128.5,64.49,1.06
2020-02-10,6144.89,16.39,0.27
2020-02-11,6165.07,20.18,0.33
2020-02-12,6200.97,35.9,0.58
2020-02-13,6199.97,-1,-0.02
2020-02-16,6224.41,24.44,0.39
2020-02-17,6362.74,138.33,2.22
2020-02-18,6383.3,20.56,0.32
2020-02-19,6361.16,-22.14,-0.35
2020-02-20,6331.12,-30.04,-0.47
2020-02-23,6311.67,-19.45,-0.31
2020-02-24,6295.43,-16.24,-0.26
2020-02-25,6350.49,55.06,0.87
2020-02-26,6387.09,36.6,0.58
2020-02-27,6365.75,-21.34,-0.33
2020-03-01,6334.77,-30.98,-0.49
2020-03-02,6334.08,-0.69,-0.01
2020-03-03,6328.39,-5.69,-0.09
2020-03-04,6346.27,17.88,0.28
2020-03-05,6326.78,-19.49,-0.31
2020-03-08,6337.61,10.83,0.17
2020-03-09,6314.78,-22.83,-0.36
2020-03-10,6309.83,-4.95,-0.08
2020-03-11,6343.79,33.96,0.54
2020-03-12,6334.4,-9.39,-0.15
2020-03-15,6317.92,-16.48,-0.26
2020-03-16,6296.38,-21.54,-0.34
2020-03-17,6250.26,-46.12,-0.73
2020-03-18,6227.99,-22.27,-0.36
2020-03-19,6183.26,-44.73,-0.72
2020-03-22,6138.1,-45.16,-0.73
2020-03-23,6094.95,-43.15,-0.7
2020-03-24,6137.09,42.14,0.69
2020-03-30,6114.24,-22.85,-0.37
2020-04-06,6101.21,-13.03,-0.21
2020-04-13,6163.4,62.19,1.02
2020-04-20,6169.42,6.02,0.1
2020-04-27,6240.68,71.26,1.16
2020-05-04,6307.37,66.69,1.07
2020-05-11,6376.8,69.43,1.1
2020-05-18,6466.64,89.84,1.41
2020-05-19,6520.21,53.57,0.83
2020-05-20,6646.25,126.04,1.93
2020-05-21,6662.32,16.07,0.24
2020-05-31,6627.66,-34.66,-0.52
2020-06-01,6558.11,-69.55,-1.05
2020-06-02,6509.37,-48.74,-0.74
2020-06-03,6482.91,-26.46,-0.41
2020-06-04,6502.56,19.65,0.3
2020-06-07,6603.45,100.89,1.55
2020-06-08,6724.96,121.51,1.84
2020-06-09,6860.87,135.91,2.02
2020-06-10,6818.27,-42.6,-0.62
2020-06-11,6781.86,-36.41,-0.53
2020-06-14,6883.59,101.73,1.5
2020-06-15,6931.36,47.77,0.69
2020-06-16,6867.4,-63.96,-0.92
2020-06-17,6942.5,75.1,1.09
2020-06-18,7064.46,121.96,1.76
2020-06-21,7225.01,160.55,2.27
2020-06-22,7279.77,54.76,0.76
2020-06-23,7316.95,37.18,0.51
2020-06-24,7380.7,63.75,0.87
2020-06-25,7440.41,59.71,0.81
2020-06-28,7580.45,140.04,1.88
2020-06-29,7609.01,28.56,0.38
2020-06-30,7671.06,62.05,0.82
2020-07-01,7724.45,53.39,0.7
2020-07-02,7827.51,103.06,1.33
2020-07-05,7896.99,69.48,0.89
2020-07-06,7887.11,-9.88,-0.13
2020-07-07,7826.62,-60.49,-0.77
2020-07-08,7769.73,-56.89,-0.73
2020-07-09,7795.11,25.38,0.33
2020-07-12,7767.39,-27.72,-0.36
2020-07-13,7734.45,-32.94,-0.42
2020-07-14,7676.59,-57.86,-0.75
2020-07-15,7625.81,-50.78,-0.66
2020-07-16,7612.2,-13.61,-0.18
2020-07-19,7637.26,25.06,0.33
2020-07-20,7630.41,-6.85,-0.09
2020-07-21,7610.05,-20.36,-0.27
2020-07-22,7568.87,-41.18,-0.54
2020-07-23,7522.53,-46.34,-0.61
2020-07-26,7522.53,0,0
2020-07-27,7476.06,-46.47,-0.62
2020-07-28,7451.27,-24.79,-0.33
2020-07-29,7546.94,95.67,1.28
2020-07-30,7636.42,89.48,1.19
2020-08-09,7624.55,-11.87,-0.16
2020-08-10,7626.02,1.47,0.02
2020-08-11,7595.79,-30.23,-0.4
2020-08-12,7598.65,2.86,0.04
2020-08-13,7552.47,-46.18,-0.61
2020-08-16,7520.32,-32.15,-0.43
2020-08-17,7543.87,23.55,0.31
2020-08-18,7537.59,-6.28,-0.08
2020-08-19,7573.38,35.79,0.47
2020-08-23,7551.61,-21.77,-0.29
2020-08-24,7572.49,20.88,0.28
2020-08-25,7547.15,-25.34,-0.33
2020-08-26,7511.81,-35.34,-0.47
2020-08-27,7499.03,-12.78,-0.17
2020-08-30,7493.25,-5.78,-0.08
2020-08-31,7483.08,-10.17,-0.14
2020-09-01,7454.81,-28.27,-0.38
2020-09-02,7414.2,-40.61,-0.54
2020-09-03,7515.12,100.92,1.36
2020-09-06,7522.17,7.05,0.09
2020-09-07,7514.17,-8,-0.11
2020-09-08,7548.26,34.09,0.45
2020-09-09,7521.86,-26.4,-0.35
2020-09-10,7492.27,-29.59,-0.39
2020-09-13,7461.94,-30.33,-0.4
2020-09-14,7431.08,-30.86,-0.41
2020-09-15,7390.29,-40.79,-0.55
2020-09-16,7347.99,-42.3,-0.57
2020-09-17,7355.33,7.34,0.1
2020-09-20,7397.31,41.98,0.57
2020-09-21,7424.39,27.08,0.37
2020-09-22,7384.01,-40.38,-0.54
2020-09-23,7362.5,-21.51,-0.29
2020-09-24,7340.4,-22.1,-0.3
2020-09-27,7311.03,-29.37,-0.4
2020-09-28,7357.24,46.21,0.63
2020-09-29,7374.34,17.1,0.23
2020-09-30,7436.76,62.42,0.85
2020-10-01,7453.14,16.38,0.22
2020-10-04,7428.35,-24.79,-0.33
2020-10-05,7438,9.65,0.13
2020-10-07,7445.72,7.72,0.1
2020-10-08,7441.64,-4.08,-0.05
2020-10-11,7402.53,-39.11,-0.53
2020-10-12,7419.64,17.11,0.23
2020-10-13,7424.51,4.87,0.07
2020-10-14,7420.45,-4.06,-0.05
2020-10-15,7419.25,-1.2,-0.02
2020-10-18,7420.37,1.12,0.02
2020-10-19,7402.95,-17.42,-0.23
2020-10-20,7445.43,42.48,0.57
2020-10-21,7446.43,1,0.01
2020-10-22,7444.85,-1.58,-0.02
2020-10-25,7415.95,-28.9,-0.39
2020-10-26,7406.26,-9.69,-0.13
2020-10-27,7414.44,8.18,0.11
2020-10-28,7422.01,7.57,0.1
2020-11-01,7424.36,2.35,0.03
2020-11-02,7419.8,-4.56,-0.06
2020-11-03,7473.83,54.03,0.73
2020-11-04,7487.41,13.58,0.18
2020-11-05,7496.49,9.08,0.12
2020-11-08,7504.55,8.06,0.11
2020-11-09,7530.21,25.66,0.34
2020-11-10,7565.86,35.65,0.47
2020-11-11,7573.63,7.77,0.1
2020-11-12,7634.76,61.13,0.81
2020-11-15,7663.62,28.86,0.38
2020-11-16,7716.77,53.15,0.69
2020-11-17,7716.15,-0.62,-0.01
2020-11-18,7672.06,-44.09,-0.57
2020-11-19,7723.9,51.84,0.68
2020-11-22,7733.39,9.49,0.12
2020-11-23,7700.17,-33.22,-0.43
2020-11-24,7697.6,-2.57,-0.03
2020-11-25,7658.74,-38.86,-0.5
2020-11-26,7674.83,16.09,0.21
2020-11-29,7702.28,27.45,0.36
2020-11-30,7693.85,-8.43,-0.11
2020-12-01,7706.83,12.98,0.17
2020-12-02,7694.25,-12.58,-0.16
2020-12-03,7667.08,-27.17,-0.35
2020-12-06,7674.01,6.93,0.09
2020-12-07,7728.92,54.91,0.72
2020-12-08,7705.8,-23.12,-0.3
2020-12-09,7712,6.2,0.08
2020-12-10,7701.93,-10.07,-0.13
2020-12-13,7750.88,48.95,0.64
2020-12-14,7756.58,5.7,0.07
2020-12-15,7787.16,30.58,0.39
2020-12-16,7789.8,2.64,0.03
2020-12-17,7850.18,60.38,0.78
2020-12-20,7871.81,21.63,0.28
2020-12-21,7896.36,24.55,0.31
2020-12-22,7917.37,21.01,0.27
2020-12-23,7980.27,62.9,0.79
2020-12-24,8082.65,102.38,1.28
2021-01-03,8134.58,51.93,0.64
2021-01-04,8198.64,64.06,0.79
2021-01-05,8198.34,-0.3,0
2021-01-06,8194.87,-3.47,-0.04
2021-01-07,8208.85,13.98,0.17
2021-01-10,8200.61,-8.24,-0.1
2021-01-11,8161.81,-38.8,-0.47
2021-01-12,8169.08,7.27,0.09
2021-01-13,8181.81,12.73,0.16
2021-01-14,8172.8,-9.01,-0.11
2021-01-17,8194.72,21.92,0.27
2021-01-18,8240.91,46.19,0.56
2021-01-19,8267.83,26.92,0.33
2021-01-20,8302.23,34.4,0.42
2021-01-21,8339.74,37.51,0.45
2021-01-24,8346.15,6.41,0.08
2021-01-25,8344.86,-1.29,-0.02
2021-01-26,8324.81,-20.05,-0.24
2021-01-27,8386.35,61.54,0.74
2021-01-28,8429.54,43.19,0.52
2021-01-31,8457.34,27.8,0.33
2021-02-01,8648.4,191.06,2.26
2021-02-02,8853.87,205.47,2.38
2021-02-03,9010.74,156.87,1.77
2021-02-04,9286.59,275.85,3.06
2021-02-07,9528.24,241.65,2.6
2021-02-08,9756.17,227.93,2.39
2021-02-09,9821.31,65.14,0.67
2021-02-10,9805.66,-15.65,-0.16
2021-02-11,9758.95,-46.71,-0.48
2021-02-14,9769.57,10.62,0.11
