"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/2016","12,505.16","12,044.68","12,505.16","12,044.68","160.58K","3.82%"
"09/21/2016","12,044.68","12,246.37","12,254.12","11,999.52","65.04K","-1.65%"
"09/20/2016","12,246.37","12,151.37","12,280.86","11,981.07","40.38K","0.78%"
"09/19/2016","12,151.37","11,925.21","12,151.37","11,925.21","117.58K","1.90%"
"09/16/2016","11,925.21","11,938.80","11,938.80","11,925.21","12.60K","-0.11%"
"09/15/2016","11,938.80","12,106.26","12,160.62","11,938.80","8.47K","-1.38%"
"09/14/2016","12,106.26","12,031.20","12,106.26","11,956.46","28.04K","0.62%"
"09/13/2016","12,031.20","12,030.39","12,031.20","12,030.39","19.15K","0.01%"
"09/12/2016","12,030.39","12,009.04","12,030.39","12,009.04","10.40K","0.18%"
"09/09/2016","12,009.04","11,986.27","12,009.04","11,986.27","38.18K","0.19%"
"09/08/2016","11,986.27","12,485.42","12,485.95","11,986.27","138.14K","-4.04%"
"09/07/2016","12,490.85","12,490.85","12,490.85","12,477.26","83.78K","0.00%"
"09/06/2016","12,490.85","11,853.14","12,495.23","11,845.30","27.39K","5.38%"
"09/05/2016","11,853.14","11,843.12","12,539.07","11,843.12","18.45K","0.08%"
"09/02/2016","11,843.12","11,962.25","11,962.25","11,817.31","21.33K","-1.00%"
"09/01/2016","11,962.25","11,962.25","11,962.25","11,962.25","","0.00%"
"08/31/2016","11,962.25","11,997.94","12,016.87","11,950.27","44.18K","-0.30%"
"08/30/2016","11,997.94","11,916.94","11,997.94","11,916.94","47.06K","0.68%"
"08/29/2016","11,916.94","11,973.57","11,973.57","11,904.97","89.11K","-0.47%"
"08/26/2016","11,973.57","11,975.02","12,046.05","11,957.78","17.43K","-0.01%"
"08/25/2016","11,975.02","11,914.37","12,004.90","11,914.37","75.32K","0.51%"
"08/24/2016","11,914.37","11,963.15","11,995.63","11,907.26","217.78K","-0.41%"
"08/23/2016","11,963.15","12,119.03","12,119.03","11,745.72","19.75K","-1.29%"
"08/22/2016","12,119.03","12,257.61","12,257.61","12,119.03","15.14K","-1.13%"
"08/19/2016","12,257.61","12,185.14","12,257.61","12,185.14","1.55K","0.59%"
"08/18/2016","12,185.14","12,112.68","12,402.53","11,996.74","2.57K","0.60%"
"08/17/2016","12,112.68","12,272.25","12,403.59","12,112.68","51.29K","-1.30%"
"08/16/2016","12,272.25","12,435.81","12,435.81","12,123.73","14.34K","-1.32%"
"08/12/2016","12,435.81","12,400.02","12,435.81","12,290.88","7.05K","0.29%"
"08/11/2016","12,400.02","12,255.10","12,400.02","12,255.10","9.59K","1.18%"
"08/10/2016","12,255.10","12,319.80","12,327.56","12,246.62","3.85K","-0.53%"
"08/09/2016","12,319.80","12,336.35","12,535.74","12,319.80","42.29K","-0.13%"
"08/05/2016","12,336.35","12,481.28","12,481.28","12,336.35","4.05K","-1.16%"
"08/04/2016","12,481.28","12,373.88","12,481.28","12,053.75","4.10K","0.87%"
"08/03/2016","12,373.88","12,427.86","12,427.86","12,373.88","16.43K","-0.43%"
"08/02/2016","12,427.86","12,539.49","12,568.26","12,423.33","54.30K","-0.89%"
"08/01/2016","12,539.49","12,965.94","12,997.53","12,394.56","6.02K","-3.29%"
"07/29/2016","12,965.94","12,390.76","12,965.94","12,390.76","99.53K","4.64%"
"07/28/2016","12,390.76","12,322.26","12,438.20","12,322.26","109.00K","0.56%"
"07/27/2016","12,322.26","12,230.07","12,322.26","12,082.71","18.28K","0.75%"
"07/26/2016","12,230.07","12,462.66","12,462.66","12,225.46","20.26K","-1.87%"
"07/25/2016","12,462.66","12,483.27","12,483.27","12,056.88","4.37K","-0.17%"
"07/22/2016","12,483.27","12,497.78","12,497.78","12,349.80","5.66K","-0.12%"
"07/21/2016","12,497.78","12,497.78","12,497.78","12,497.78","0.21K","0.00%"
"07/20/2016","12,497.78","12,263.36","12,497.78","12,180.39","17.02K","1.91%"
"07/19/2016","12,263.36","12,413.34","12,413.92","12,242.70","40.55K","-1.21%"
"07/18/2016","12,413.34","12,131.01","12,419.46","12,131.01","11.33K","2.33%"
"07/15/2016","12,131.01","11,914.88","12,131.01","11,914.88","18.65K","1.81%"
"07/14/2016","11,914.88","12,090.05","12,275.48","11,511.80","67.42K","-1.45%"
"07/13/2016","12,090.05","11,924.06","12,173.30","11,905.18","28.67K","1.39%"
"07/12/2016","11,924.06","11,881.62","12,023.70","11,881.62","7.68K","0.36%"
"07/11/2016","11,881.62","11,809.16","11,881.62","11,809.16","13.53K","0.61%"
"07/08/2016","11,809.16","11,711.05","11,818.22","11,687.79","11.31K","0.84%"
"07/07/2016","11,711.05","11,785.33","11,868.66","11,711.05","32.37K","-0.63%"
"07/06/2016","11,785.33","12,507.11","12,579.57","11,590.27","13.74K","-5.77%"
"07/01/2016","12,507.11","12,851.31","12,851.31","12,507.11","8.80K","-2.68%"
"06/30/2016","12,851.31","12,832.43","12,851.31","12,702.00","7.02K","0.15%"
"06/29/2016","12,832.43","13,067.06","13,067.06","12,832.43","9.25K","-1.80%"
"06/28/2016","13,067.06","13,233.16","13,233.16","12,819.56","10.06K","-1.26%"
"06/27/2016","13,233.16","13,296.72","13,341.77","13,233.16","25.89K","-0.48%"
"06/23/2016","13,296.72","13,957.46","14,089.96","13,296.72","15.27K","-4.73%"
"06/22/2016","13,957.46","14,064.48","14,064.48","13,957.46","1.80K","-0.76%"
"06/21/2016","14,064.48","14,107.63","14,107.63","14,064.48","0.95K","-0.31%"
"06/20/2016","14,107.63","14,118.99","14,118.99","14,035.17","9.92K","-0.08%"
"06/17/2016","14,118.99","14,152.35","14,155.23","14,118.99","28.32K","-0.24%"
"06/16/2016","14,152.35","14,492.81","14,623.35","14,116.11","3.45K","-2.35%"
"06/15/2016","14,492.81","14,922.02","14,922.02","14,492.81","73.26K","-2.88%"
"06/14/2016","14,922.02","15,159.16","15,159.16","14,922.02","11.07K","-1.56%"
"06/13/2016","15,159.16","15,129.81","15,295.03","15,129.81","7.59K","0.19%"
"06/10/2016","15,129.81","15,107.89","15,129.81","15,020.44","56.14K","0.15%"
"06/09/2016","15,107.89","15,466.23","15,466.23","15,107.89","4.89K","-2.32%"
"06/08/2016","15,466.23","15,576.10","15,576.10","15,430.40","76.17K","-0.71%"
"06/07/2016","15,576.10","15,585.16","15,634.39","15,430.40","27.14K","-0.06%"
"06/06/2016","15,585.16","15,614.09","15,617.71","15,585.16","75.09K","-0.19%"
"06/03/2016","15,614.09","15,521.19","15,614.09","15,521.19","8.06K","0.60%"
"06/02/2016","15,521.19","15,555.12","15,558.21","15,411.74","39.86K","-0.22%"
"06/01/2016","15,555.12","15,500.93","15,558.74","15,431.70","14.20K","0.35%"
"05/31/2016","15,500.93","15,453.26","15,500.93","15,066.53","11.40K","0.31%"
"05/27/2016","15,453.26","15,350.84","15,453.26","15,347.22","14.01K","0.67%"
"05/26/2016","15,350.84","15,314.16","15,358.08","15,314.16","42.89K","0.24%"
"05/25/2016","15,314.16","15,236.19","15,365.68","15,223.05","8.60K","0.51%"
"05/24/2016","15,236.19","15,236.19","15,236.19","15,236.19","20.23K","-0.22%"
"05/23/2016","15,269.06","15,469.08","15,469.10","15,269.06","25.30K","-1.29%"
"05/20/2016","15,469.08","15,363.68","15,469.08","15,328.40","26.51K","0.69%"
"05/19/2016","15,363.68","15,014.40","15,382.24","15,014.40","8.06K","2.33%"
"05/18/2016","15,014.40","14,424.81","15,014.40","14,369.81","20.23K","4.09%"
"05/17/2016","14,424.81","15,375.59","15,375.59","14,424.81","16.36K","-6.18%"
"05/16/2016","15,375.59","15,381.73","15,389.40","15,375.59","2.05K","-0.04%"
"05/13/2016","15,381.73","15,368.74","15,399.04","15,368.74","2.25K","0.08%"
"05/12/2016","15,368.74","15,365.08","15,374.20","15,361.73","20.50K","0.02%"
"05/11/2016","15,365.08","15,355.88","15,365.08","15,155.40","14.65K","0.06%"
"05/10/2016","15,355.88","15,357.17","15,413.44","15,279.24","35.86K","-0.01%"
"05/06/2016","15,357.17","15,367.60","15,428.76","15,341.88","27.89K","-0.07%"
"05/05/2016","15,367.60","15,346.05","15,417.20","15,346.05","58.67K","0.14%"
"05/04/2016","15,346.05","15,302.30","15,853.59","15,302.30","3.64K","0.29%"
"05/03/2016","15,302.30","15,204.17","15,635.26","15,204.17","5.15K","-2.02%"
"05/02/2016","15,617.70","15,670.96","15,795.53","15,579.54","35.03K","-0.34%"
"04/29/2016","15,670.96","15,654.76","15,705.19","15,654.76","15.25K","0.10%"
"04/28/2016","15,654.76","15,705.65","15,705.66","15,654.76","3.08K","-0.32%"
"04/27/2016","15,705.65","15,683.20","15,705.65","15,661.36","24.87K","0.14%"
"04/26/2016","15,683.20","15,905.97","15,923.29","15,632.31","20.87K","-1.40%"
"04/25/2016","15,905.97","15,972.11","16,037.73","15,856.61","1.81K","-0.41%"
"04/22/2016","15,972.11","16,113.85","16,117.52","15,972.11","16.10K","-0.87%"
"04/21/2016","16,111.72","16,115.40","16,120.87","16,111.72","11.90K","-0.02%"
"04/20/2016","16,115.40","16,107.47","16,155.45","16,107.47","4.84K","0.05%"
"04/18/2016","16,107.47","16,132.10","16,451.71","16,107.47","32.56K","-0.15%"
"04/15/2016","16,132.10","15,659.55","16,140.03","15,659.55","16.83K","3.02%"
"04/14/2016","15,659.55","15,659.55","15,670.49","15,659.55","16.32K","0.00%"
"04/13/2016","15,659.55","15,262.81","15,663.95","15,262.81","20.59K","2.60%"
"04/12/2016","15,262.81","15,196.07","15,423.02","15,196.07","10.81K","0.44%"
"04/11/2016","15,196.07","15,201.83","15,201.83","15,123.59","15.87K","-0.04%"
"04/08/2016","15,201.83","15,441.76","15,441.76","15,179.96","40.95K","-1.55%"
"04/07/2016","15,441.76","15,052.64","15,446.43","14,921.40","9.09K","2.59%"
"04/06/2016","15,052.64","14,896.15","15,053.87","14,890.28","9.78K","1.05%"
"04/05/2016","14,896.15","14,617.92","15,301.84","14,552.31","14.29K","1.90%"
"04/04/2016","14,617.92","14,912.71","14,912.71","14,617.92","0.71K","-1.98%"
"04/01/2016","14,912.71","14,574.79","14,934.58","14,574.79","9.91K","2.32%"
"03/31/2016","14,574.79","14,865.47","14,865.49","14,574.79","1.52K","-1.96%"
"03/30/2016","14,865.47","14,723.30","14,865.47","14,723.30","3.49K","0.97%"
"03/29/2016","14,723.30","14,727.07","14,738.61","14,678.70","10.93K","-0.03%"
"03/28/2016","14,727.07","14,957.41","14,960.51","14,724.40","21.31K","-1.54%"
"03/23/2016","14,957.41","14,951.28","14,957.41","14,951.28","0.40K","0.04%"
"03/22/2016","14,951.28","14,951.28","14,966.25","14,951.28","0.07K","0.00%"
"03/21/2016","14,951.28","14,946.96","14,951.28","14,795.78","11.36K","0.03%"
"03/18/2016","14,946.96","14,991.00","14,991.00","14,946.96","5.88K","-0.29%"
"03/17/2016","14,991.00","14,776.75","14,991.00","14,776.75","0.60K","1.45%"
"03/16/2016","14,776.75","15,292.30","15,292.30","14,776.74","33.96K","-3.37%"
"03/15/2016","15,292.30","15,577.14","15,577.14","15,253.91","7.81K","-1.83%"
"03/14/2016","15,577.14","15,891.18","15,912.42","15,577.14","21.70K","-1.98%"
"03/11/2016","15,891.18","16,122.71","16,122.71","15,855.69","29.08K","-1.44%"
"03/10/2016","16,122.71","16,299.33","16,299.33","16,122.71","11.91K","-1.08%"
"03/09/2016","16,299.33","16,315.88","16,459.47","16,299.33","6.33K","-0.10%"
"03/08/2016","16,315.88","16,316.09","16,479.05","16,311.84","4.29K","0.00%"
"03/07/2016","16,316.09","16,318.24","16,609.87","16,316.09","0.78K","-0.01%"
"03/04/2016","16,318.24","16,305.61","16,654.20","16,305.61","198.42K","0.31%"
"03/03/2016","16,267.34","16,249.51","16,267.34","16,249.51","69.19K","0.11%"
"03/02/2016","16,249.51","16,420.04","16,428.95","16,180.42","40.28K","-1.04%"
"03/01/2016","16,420.04","16,394.06","16,463.85","16,346.50","19.07K","0.16%"
"02/29/2016","16,394.06","16,820.52","16,834.32","16,393.52","13.15K","-2.54%"
"02/26/2016","16,820.52","16,819.73","16,820.52","16,804.84","12.68K","0.00%"
"02/25/2016","16,819.73","16,674.77","16,819.73","16,616.63","31.29K","0.87%"
"02/24/2016","16,674.77","16,290.63","16,674.79","16,290.63","51.70K","2.36%"
"02/23/2016","16,290.63","16,363.31","16,363.31","16,290.63","1.58K","-0.39%"
"02/22/2016","16,354.40","16,351.15","16,357.04","16,351.15","12.08K","0.02%"
"02/19/2016","16,351.15","16,034.63","16,351.15","15,873.60","14.27K","1.97%"
"02/18/2016","16,034.63","15,590.36","16,034.63","15,590.36","3.17K","2.85%"
"02/17/2016","15,590.36","15,590.00","15,598.73","15,590.00","9.13K","0.00%"
"02/16/2016","15,590.00","15,147.77","15,614.38","15,147.77","110.91K","2.92%"
"02/15/2016","15,147.77","14,704.83","15,147.77","14,704.83","9.36K","3.01%"
"02/12/2016","14,704.83","14,594.52","14,704.84","14,594.52","2.04K","0.76%"
"02/11/2016","14,594.52","14,583.27","14,595.90","14,583.27","22.12K","0.08%"
"02/10/2016","14,583.27","14,372.64","14,696.40","14,372.64","50.53K","1.47%"
"02/05/2016","14,372.64","14,669.95","14,670.71","14,372.64","9.55K","-2.03%"
"02/04/2016","14,669.95","14,694.42","14,694.42","14,658.22","6.36K","-0.17%"
"02/03/2016","14,694.42","14,334.09","14,694.42","14,325.09","4.73K","2.51%"
"02/02/2016","14,334.09","14,593.91","14,598.37","14,307.67","22.21K","-1.78%"
"02/01/2016","14,593.91","14,100.32","14,593.91","14,092.39","24.61K","3.50%"
"01/29/2016","14,100.32","14,032.15","14,172.99","14,023.24","171.42K","0.49%"
"01/28/2016","14,032.15","14,301.95","14,322.84","14,032.15","100.72K","-1.89%"
"01/27/2016","14,301.95","14,031.14","14,301.95","14,009.72","32.40K","1.93%"
"01/26/2016","14,031.14","14,465.56","14,465.56","14,030.96","50.08K","-3.00%"
"01/25/2016","14,465.56","14,434.02","14,465.56","14,434.02","2.20K","0.22%"
"01/22/2016","14,434.02","14,452.36","14,452.36","14,434.02","1.15K","-0.13%"
"01/21/2016","14,452.36","14,473.05","14,493.02","14,452.36","135.24K","-0.14%"
"01/20/2016","14,473.05","14,465.42","14,483.67","14,465.42","36.74K","0.05%"
"01/19/2016","14,465.42","13,593.96","14,522.43","13,593.96","9.72K","6.41%"
"01/18/2016","13,593.96","14,496.76","14,574.27","13,593.96","10.95K","-6.23%"
"01/15/2016","14,496.76","14,563.53","14,563.53","14,493.76","85.65K","-0.46%"
"01/14/2016","14,563.53","14,602.10","14,648.77","14,563.53","21.76K","-0.26%"
"01/13/2016","14,602.10","14,617.50","14,617.50","14,602.10","11.72K","-0.11%"
"01/12/2016","14,617.50","14,598.62","14,617.50","14,598.62","11.15K","0.13%"
"01/08/2016","14,598.62","14,591.32","14,601.68","14,591.32","11.79K","0.05%"
"01/07/2016","14,591.32","14,591.32","14,591.32","14,591.32","1.24K","0.00%"
"01/06/2016","14,591.32","14,748.38","14,751.45","14,591.32","6.59K","-1.06%"
"01/05/2016","14,748.38","14,588.25","14,748.38","14,588.25","2.41K","1.10%"
"01/04/2016","14,588.25","14,588.25","14,588.25","14,588.25","0.18K","0.00%"
"12/30/2015","14,588.25","14,515.58","14,588.25","14,515.58","0.74K","0.50%"
"12/29/2015","14,515.58","14,533.40","14,551.22","14,515.58","21.18K","-0.12%"
"12/28/2015","14,533.40","14,555.81","14,628.48","14,520.18","8.23K","-0.15%"
"12/23/2015","14,555.81","14,628.48","14,628.48","14,555.81","13.36K","-0.50%"
"12/22/2015","14,628.48","14,325.48","14,628.48","14,325.48","5.18K","2.12%"
"12/21/2015","14,325.48","14,403.59","14,403.59","14,325.48","5.58K","-0.54%"
"12/18/2015","14,403.59","14,463.57","14,472.48","14,399.81","3.57K","-0.41%"
"12/17/2015","14,463.57","14,514.16","14,539.36","14,463.57","2.84K","-0.35%"
"12/16/2015","14,514.16","14,471.11","14,536.58","14,398.44","47.76K","0.30%"
"12/15/2015","14,471.11","14,478.96","14,481.73","14,385.48","8.65K","-0.05%"
"12/14/2015","14,478.96","15,005.31","15,051.72","14,478.96","20.55K","-3.51%"
"12/11/2015","15,005.31","14,885.17","15,085.37","14,885.17","52.97K","0.81%"
"12/10/2015","14,885.17","14,654.84","14,902.61","14,619.21","23.01K","1.57%"
"12/09/2015","14,654.84","14,208.15","14,826.65","14,206.39","64.53K","3.14%"
"12/08/2015","14,208.15","13,117.29","14,334.07","13,108.49","42.79K","8.32%"
"12/04/2015","13,117.29","12,879.93","13,117.29","12,879.93","13.58K","1.84%"
"12/03/2015","12,879.93","12,867.46","12,888.84","12,867.46","18.63K","0.10%"
"12/02/2015","12,867.46","12,794.79","12,867.46","12,794.79","3.13K","0.57%"
"12/01/2015","12,794.79","12,954.31","12,956.33","12,761.34","13.14K","-1.23%"
"11/30/2015","12,954.31","12,955.00","13,101.84","12,860.78","12.87K","-0.01%"
"11/27/2015","12,955.00","12,949.11","12,963.91","12,947.66","3.25K","0.05%"
"11/26/2015","12,949.11","13,098.45","13,098.63","12,949.11","10.54K","-1.14%"
"11/25/2015","13,098.45","13,147.85","13,147.85","13,075.19","2.04K","-0.38%"
"11/24/2015","13,147.85","13,033.76","13,147.85","13,033.76","7.12K","0.88%"
"11/23/2015","13,033.76","12,701.14","13,040.20","12,701.14","7.25K","2.62%"
"11/20/2015","12,701.14","12,564.77","12,712.89","12,558.66","17.06K","1.09%"
"11/19/2015","12,564.77","12,466.63","12,564.77","12,466.63","20.18K","0.79%"
"11/18/2015","12,466.63","12,449.84","12,468.15","12,448.31","19.33K","0.13%"
"11/17/2015","12,449.84","12,272.34","12,449.84","12,272.34","15.97K","1.45%"
"11/16/2015","12,272.34","12,497.66","12,528.17","12,272.34","8.30K","-1.80%"
"11/13/2015","12,497.66","12,543.79","12,543.79","12,487.75","75.10K","-0.37%"
"11/12/2015","12,543.79","12,555.32","12,555.32","12,539.97","18.02K","-0.09%"
"11/11/2015","12,555.32","12,269.09","12,555.32","12,264.69","3.56K","2.33%"
"11/10/2015","12,269.09","12,160.19","12,269.09","12,160.19","17.79K","0.90%"
"11/09/2015","12,160.19","11,942.29","12,160.19","11,942.29","6.89K","1.82%"
"11/06/2015","11,942.29","11,935.46","11,942.29","11,934.08","55.13K","0.06%"
"11/05/2015","11,935.46","11,941.63","12,159.61","11,934.01","101.28K","-0.05%"
"11/04/2015","11,941.63","11,400.85","11,950.13","11,400.85","28.41K","4.74%"
"11/03/2015","11,400.85","11,213.26","11,402.38","11,167.62","8.55K","1.67%"
"11/02/2015","11,213.26","11,064.37","11,253.28","11,064.37","0.12K","1.35%"
"10/30/2015","11,064.37","11,168.15","11,168.15","11,033.86","15.62K","-0.93%"
"10/29/2015","11,168.15","11,964.04","11,964.04","11,164.81","12.44K","-6.65%"
"10/28/2015","11,964.04","12,108.68","12,108.68","11,949.62","38.93K","-1.19%"
"10/27/2015","12,108.68","12,040.89","12,141.07","12,004.56","8.28K","0.56%"
"10/26/2015","12,040.89","12,091.13","12,258.85","11,968.23","7.43K","-0.42%"
"10/23/2015","12,091.13","12,289.91","12,310.96","12,083.87","8.82K","-1.62%"
"10/22/2015","12,289.91","12,680.48","12,680.48","12,249.89","2.18K","-3.08%"
"10/21/2015","12,680.48","12,687.77","12,697.26","12,680.48","60.15K","-0.06%"
"10/20/2015","12,687.77","12,690.33","12,710.26","12,687.77","3.23K","-0.02%"
"10/19/2015","12,690.33","12,676.50","12,690.33","12,676.50","17.21K","0.47%"
"10/16/2015","12,630.34","12,019.64","12,630.34","12,015.98","58.98K","5.08%"
"10/15/2015","12,019.64","11,967.05","12,019.64","11,967.05","4.26K","0.44%"
"10/14/2015","11,967.05","11,702.23","11,967.05","11,691.55","48.59K","2.26%"
"10/13/2015","11,702.23","11,714.43","11,714.43","11,702.23","7.05K","-0.10%"
"10/09/2015","11,714.43","11,734.08","11,738.66","11,714.43","18.28K","-0.17%"
"10/08/2015","11,734.08","11,726.47","11,734.08","11,726.46","14.25K","0.06%"
"10/07/2015","11,726.47","12,101.16","12,101.16","11,657.60","8.16K","-3.10%"
"10/06/2015","12,101.16","11,519.93","12,390.35","11,519.93","22.71K","5.05%"
"10/05/2015","11,519.93","11,648.99","11,665.24","11,301.96","52.29K","-1.11%"
"10/02/2015","11,648.99","11,794.58","11,799.17","11,648.99","7.97K","-1.23%"
"10/01/2015","11,794.58","11,872.87","11,880.50","11,508.61","28.84K","-0.66%"
"09/30/2015","11,872.87","11,871.34","11,912.89","11,871.34","14.30K","0.01%"
"09/29/2015","11,871.34","12,136.90","12,136.90","11,871.34","5.49K","-2.19%"
"09/28/2015","12,136.90","12,121.44","12,136.90","12,121.44","1.61K","0.13%"
"09/25/2015","12,121.44","12,263.77","12,263.77","12,113.82","71.28K","-1.16%"
"09/24/2015","12,263.77","12,266.83","12,266.83","12,263.77","1.33K","-0.02%"
"09/23/2015","12,266.83","12,613.33","12,613.33","12,266.83","12.77K","-2.75%"
"09/22/2015","12,613.33","12,972.80","12,972.80","12,613.33","0.80K","-2.77%"
"09/21/2015","12,972.80","13,263.35","13,263.35","12,972.80","10.66K","-2.19%"
"09/18/2015","13,263.35","13,536.73","13,536.73","13,213.40","12.06K","-2.02%"
"09/17/2015","13,536.73","13,298.91","13,536.73","13,264.95","6.39K","1.79%"
